model,weight_quant,cache_type_k,cache_type_v,n_ctx,example_id,domain,sub_domain,difficulty,length,predicted,expected,is_correct,ttft_s,decode_tokens_per_second,prompt_tokens,predicted_tokens
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f37635821e116aacb2d017,Single-Document QA,Governmental,hard,short,D,D,True,1.9294130579801276,136.1480524978381,19541,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,6703a0ecbb02136c067cd11b,Long Structured Data Understanding,Table QA,hard,short,B,A,False,9.849867568991613,111.5027257189748,75900,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66fab090bb02136c067c74e7,Multi-Document QA,Academic,hard,short,D,B,False,6.691867543966509,117.68156288470608,56008,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66eae4de5a08c7b9b35dd12d,Single-Document QA,Academic,hard,short,A,C,False,1.6824714679969475,138.85679633504844,15754,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f8d84cbb02136c067c465f,Single-Document QA,Legal,hard,short,D,C,False,2.712951895024162,130.40466196666532,27414,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f59d31821e116aacb340f6,Multi-Document QA,Academic,hard,short,D,D,True,8.075266027997714,113.3807938249985,65770,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66fcf2f2bb02136c067c9169,Multi-Document QA,Multi-news,easy,short,D,B,False,2.4395449699950404,133.08131060138197,22842,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66fb6d71bb02136c067c7c34,Multi-Document QA,Legal,hard,short,D,B,False,2.7350835960241966,130.33309269228457,27426,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66eecc45821e116aacb225c3,Multi-Document QA,Legal,hard,short,?,C,False,5.055933350988198,121.87771665906519,46072,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,671b08c8bb02136c067d4e19,Long-dialogue History Understanding,Agent history QA,easy,short,?,C,False,2.9583022680017166,130.10615849369594,28930,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66ebd49a5a08c7b9b35e0550,Single-Document QA,Governmental,easy,short,D,B,False,1.7174704880453646,136.11938520828926,16936,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,D,D,True,11.609593455970753,107.32861590526238,85264,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,6725db01bb02136c067d847f,Long In-context Learning,Many-shot learning,hard,medium,A,A,True,14.90754368697526,102.71650928214855,100268,75
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,6719167dbb02136c067d4025,Long-dialogue History Understanding,Dialogue history QA,easy,medium,A,A,True,14.296289027959574,103.97552026344798,96877,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f3cca6821e116aacb2ef7c,Multi-Document QA,Governmental,easy,medium,C,B,False,15.060392875049729,101.961727709613,100499,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f19f04821e116aacb27bab,Long In-context Learning,User guide QA,hard,medium,D,A,False,12.877284204994794,105.36288872114972,90005,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,670493d4bb02136c067cdcd9,Single-Document QA,Literary,easy,medium,B,B,True,4.707671431999188,124.68026330913108,41953,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f2c44e821e116aacb2b826,Multi-Document QA,Academic,hard,medium,B,C,False,20.350576509023085,95.71138232659415,124218,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66fa788abb02136c067c6d75,Code Repository Understanding,Code repo QA,hard,medium,A,D,False,19.04013005294837,96.18267494539003,119700,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,67246903bb02136c067d74f2,Single-Document QA,Event ordering,easy,medium,A,A,True,20.819311716011725,93.9748191535365,126857,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,6725d7a9bb02136c067d822d,Long In-context Learning,Many-shot learning,hard,medium,C,A,False,17.62046524696052,98.82536785426964,111389,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f8d4b3bb02136c067c45c2,Single-Document QA,Financial,hard,medium,D,B,False,12.427866087993607,105.57327940298309,89828,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,670397b5bb02136c067ccec6,Single-Document QA,Literary,easy,medium,A,B,False,5.917092172021512,119.95115738810102,50471,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66ebdfb65a08c7b9b35e140a,Single-Document QA,Academic,hard,medium,B,C,False,16.75402558298083,99.0792595373463,108914,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f52d48821e116aacb32cf4,Single-Document QA,Literary,hard,medium,A,A,True,21.10581966699101,94.12366820524548,126268,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f8c783bb02136c067c44b8,Multi-Document QA,Financial,hard,medium,D,B,False,10.269274709979072,109.8571942300942,76009,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,6719ef50bb02136c067d4911,Long-dialogue History Understanding,Dialogue history QA,easy,medium,C,C,True,14.287585430021863,103.95652018543244,97242,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66efaf70821e116aacb234bd,Multi-Document QA,Multi-news,hard,medium,C,D,False,10.11145533801755,110.87338778833578,75649,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66fa700bbb02136c067c6c06,Code Repository Understanding,Code repo QA,easy,medium,A,C,False,16.439400497009046,100.53124479672267,107167,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,67189156bb02136c067d3b8d,Long-dialogue History Understanding,Dialogue history QA,hard,medium,D,B,False,14.370506856008433,103.88522630341467,97136,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f17aab821e116aacb2772d,Single-Document QA,Financial,hard,medium,B,D,False,16.94782478903653,99.18159685470361,109074,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,6725dcb2bb02136c067d85b7,Long In-context Learning,Many-shot learning,hard,medium,C,A,False,14.806331694009714,102.52105686394495,99153,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66ecfdbd821e116aacb1e3f7,Single-Document QA,Literary,hard,medium,B,C,False,16.72645778703736,100.18958203435434,108041,103
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,67192057bb02136c067d41b4,Long-dialogue History Understanding,Dialogue history QA,easy,medium,C,C,True,13.769824160961434,104.0014560203843,96452,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f4ce9e821e116aacb31731,Multi-Document QA,Governmental,easy,medium,A,B,False,5.8841308210394345,119.7440097591368,52924,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66ece28e821e116aacb1db1f,Single-Document QA,Literary,easy,medium,D,D,True,6.5368958309991285,117.23103948213188,55731,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,6725d977bb02136c067d8373,Long In-context Learning,Many-shot learning,easy,medium,A,A,True,19.59351134102326,95.81440749268667,122192,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,6725dc6abb02136c067d8586,Long In-context Learning,Many-shot learning,easy,medium,B,C,False,14.398610490025021,102.4433540274244,99070,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,D,D,True,15.473592106020078,101.78513634834691,102590,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f28ede821e116aacb29a27,Multi-Document QA,Academic,hard,medium,D,B,False,17.066834894998465,98.67878359896943,109559,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66fc05b6bb02136c067c88e4,Multi-Document QA,Academic,hard,medium,D,A,False,9.989289759949315,111.19122284284684,74850,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,67286634bb02136c067d91f0,Long In-context Learning,Many-shot learning,hard,medium,B,D,False,17.40323116700165,137.1553970648745,111381,3
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66fe81dcbb02136c067ca2de,Multi-Document QA,Legal,hard,medium,A,C,False,6.8442413449520245,117.86686753145342,56136,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66ec31eb821e116aacb1bf28,Single-Document QA,Literary,easy,medium,D,B,False,14.840045348973945,101.65846251105934,101483,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66ed211f821e116aacb1ee0d,Single-Document QA,Literary,hard,medium,D,C,False,13.770658224995714,103.2601987597482,94373,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66ec2df6821e116aacb1bb7b,Long In-context Learning,User guide QA,hard,medium,B,C,False,14.090609723003581,103.49983059988662,95982,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f97d7fbb02136c067c56b2,Multi-Document QA,Financial,hard,medium,C,A,False,6.547194993006997,117.91790150354537,54523,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f535c5821e116aacb33168,Multi-Document QA,Governmental,hard,medium,C,B,False,19.840771918999963,95.00207445936027,122033,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,670cf1c0bb02136c067d26e5,Single-Document QA,Detective,hard,medium,D,A,False,13.030001025996171,103.65748973952816,92853,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,672468b1bb02136c067d74bd,Single-Document QA,Event ordering,hard,medium,B,B,True,19.3652381139691,95.89638395713432,119544,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,67246a00bb02136c067d759f,Single-Document QA,Event ordering,hard,medium,B,B,True,20.650740333017893,104.66941908472407,124206,9
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f590fa821e116aacb33f35,Multi-Document QA,Academic,hard,medium,C,C,True,9.476320300018415,111.40858751318625,71737,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,671b5d49bb02136c067d55fb,Long-dialogue History Understanding,Dialogue history QA,easy,medium,C,C,True,14.618180930032395,102.5181829613178,98848,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,6723a1ccbb02136c067d70b3,Single-Document QA,Event ordering,easy,medium,D,D,True,20.698995613027364,95.21677064883535,124887,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f5605a821e116aacb3381f,Multi-Document QA,Governmental,hard,long,D,D,True,19.396246554970276,95.66281250163487,121237,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f55828821e116aacb3363e,Multi-Document QA,Governmental,hard,long,D,D,True,17.66320850502234,98.78852849084316,111861,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66fa3843bb02136c067c655d,Code Repository Understanding,Code repo QA,hard,long,?,D,False,,1000000.0,115376,1
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66fcfb1cbb02136c067c938b,Long In-context Learning,New language translation,easy,long,D,A,False,21.1513457930414,94.07254757278127,128320,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66fcf53fbb02136c067c91e7,Long In-context Learning,New language translation,easy,long,B,A,False,21.693219617009163,94.12346056668207,128345,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f1dac1821e116aacb27df1,Code Repository Understanding,Code repo QA,easy,long,?,A,False,17.46354590798728,98.74463172495301,110882,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66fcf80dbb02136c067c928e,Code Repository Understanding,Code repo QA,hard,long,B,B,True,15.855420312960632,100.49509536827527,104024,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f40c5e821e116aacb30ad2,Code Repository Understanding,Code repo QA,hard,long,D,A,False,19.537746771995444,95.80436748160257,119832,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f3c1c3821e116aacb2eaf6,Multi-Document QA,Governmental,hard,short,D,A,False,2.6366859389818273,165.12038307928873,35925,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66eefe85821e116aacb228dc,Multi-Document QA,Academic,hard,short,A,A,True,2.219222557032481,168.44920137970422,30616,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ebde0f5a08c7b9b35e1256,Single-Document QA,Academic,hard,short,D,D,True,1.4991418340359814,173.9912922795442,21324,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,671b1480bb02136c067d4f14,Long-dialogue History Understanding,Agent history QA,easy,short,D,A,False,2.031311963975895,169.1622503865622,29889,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ed0cb0821e116aacb1e6c1,Single-Document QA,Financial,hard,short,A,A,True,4.774657887988724,156.3643337841024,57130,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f67c18bb02136c067c21b8,Single-Document QA,Academic,easy,short,A,C,False,1.8396137570380233,172.77358291917164,23865,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ebdadd5a08c7b9b35e0e5b,Single-Document QA,Academic,hard,short,B,B,True,2.7582855070359074,165.49890809509463,37720,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,6704a442bb02136c067cdd91,Single-Document QA,Literary,hard,short,A,C,False,1.3418926380109042,175.91116486174482,18027,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f3ad93821e116aacb2e29f,Code Repository Understanding,Code repo QA,hard,short,C,C,True,2.696679179032799,301.84123151222457,37886,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f9625fbb02136c067c5456,Long In-context Learning,User guide QA,easy,short,A,B,False,1.0551406819722615,191.2740766243951,13335,10
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f39ac5821e116aacb2da81,Code Repository Understanding,Code repo QA,easy,short,D,B,False,12.519306486996356,135.59594949474618,111553,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66fa6867bb02136c067c6b3b,Multi-Document QA,Multi-news,hard,short,C,D,False,2.3628306799801067,171.56567078156203,25945,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ec3a46821e116aacb1c49f,Long In-context Learning,User guide QA,easy,short,A,A,True,1.811578280001413,171.49740007261843,26216,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ebd5125a08c7b9b35e0616,Single-Document QA,Legal,easy,short,C,C,True,1.4061617130064406,174.68178573914278,20238,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66fe8eb3bb02136c067ca35f,Single-Document QA,Legal,hard,short,C,D,False,1.0883620450040326,322.00933827080985,15746,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66fcf36fbb02136c067c919e,Code Repository Understanding,Code repo QA,hard,short,D,D,True,8.318557261954993,144.78704427429452,84840,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,671b3fa1bb02136c067d5353,Long-dialogue History Understanding,Agent history QA,hard,short,B,C,False,2.812133706000168,301.20481927710847,34109,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f41348821e116aacb30c89,Multi-Document QA,Legal,hard,short,A,D,False,0.9597715490381233,178.67487454371602,12283,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ebe68d5a08c7b9b35e190b,Single-Document QA,Legal,hard,short,C,C,True,1.135464355989825,176.08370579164068,17774,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f91f2cbb02136c067c4b1e,Single-Document QA,Literary,hard,short,D,B,False,0.8836053749546409,181.84222707134828,13004,33
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ebc95f5a08c7b9b35df497,Single-Document QA,Academic,easy,short,B,B,True,2.0764842510106973,168.60429888273308,30939,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ed1556821e116aacb1ea14,Single-Document QA,Academic,hard,short,C,A,False,1.7773229940212332,172.0291374351531,25165,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66faac15bb02136c067c73f3,Multi-Document QA,Academic,hard,short,A,C,False,3.168516092002392,298.1070204203309,41850,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f284ff821e116aacb29763,Single-Document QA,Governmental,hard,short,D,C,False,1.4995738950092345,174.65246887638426,20328,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f37635821e116aacb2d017,Single-Document QA,Governmental,hard,short,C,D,False,1.331248615984805,174.61434784269431,19352,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,6703a0ecbb02136c067cd11b,Long Structured Data Understanding,Table QA,hard,short,B,A,False,8.83879861899186,143.72300982930648,88493,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66fab090bb02136c067c74e7,Multi-Document QA,Academic,hard,short,D,B,False,4.792150459019467,158.0453738390456,53600,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66eae4de5a08c7b9b35dd12d,Single-Document QA,Academic,hard,short,C,C,True,1.2767879809834994,177.2926852916326,15389,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f8d84cbb02136c067c465f,Single-Document QA,Legal,hard,short,D,C,False,1.9099376720259897,169.6164019060643,28604,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f59d31821e116aacb340f6,Multi-Document QA,Academic,hard,short,A,D,False,5.691861187980976,153.1265327607039,64801,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66fcf2f2bb02136c067c9169,Multi-Document QA,Multi-news,easy,short,A,B,False,1.9162818619515747,172.09158499038708,24015,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66fb6d71bb02136c067c7c34,Multi-Document QA,Legal,hard,short,C,B,False,2.0934201320051216,169.3197842231,29987,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66eecc45821e116aacb225c3,Multi-Document QA,Legal,hard,short,D,C,False,3.8952432359801605,293.513354857646,48723,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,671b08c8bb02136c067d4e19,Long-dialogue History Understanding,Agent history QA,easy,short,?,C,False,2.1575723470305093,180.15313016063652,29208,12
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ebd49a5a08c7b9b35e0550,Single-Document QA,Governmental,easy,short,D,B,False,1.2857608839985915,175.34438733575163,18169,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,A,D,False,8.182052675983869,145.38433143084308,83652,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,6725db01bb02136c067d847f,Long In-context Learning,Many-shot learning,hard,medium,A,A,True,12.374295244982932,250.53238131028436,107588,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,6719167dbb02136c067d4025,Long-dialogue History Understanding,Dialogue history QA,easy,medium,?,A,False,11.030663782032207,160.50934966961825,98097,6
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f3cca6821e116aacb2ef7c,Multi-Document QA,Governmental,easy,medium,D,B,False,12.005400255031418,137.9130522852085,104571,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f19f04821e116aacb27bab,Long In-context Learning,User guide QA,hard,medium,D,A,False,10.42762686801143,141.04838620811248,94962,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,670493d4bb02136c067cdcd9,Single-Document QA,Literary,easy,medium,D,B,False,3.6230633939849213,164.39869533195386,41245,75
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f2c44e821e116aacb2b826,Multi-Document QA,Academic,hard,medium,B,C,False,14.641253267007414,132.4852894751823,121875,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,67246903bb02136c067d74f2,Single-Document QA,Event ordering,easy,medium,C,A,False,15.389297062996775,241.40012070006034,127209,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,6725d7a9bb02136c067d822d,Long In-context Learning,Many-shot learning,hard,medium,C,A,False,13.480919478053693,250.06251562890722,112043,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f8d4b3bb02136c067c45c2,Single-Document QA,Financial,hard,medium,D,B,False,10.414185488014482,139.8554026251296,99160,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,670397b5bb02136c067ccec6,Single-Document QA,Literary,easy,medium,C,B,False,4.492985188961029,293.1261908251502,49801,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ebdfb65a08c7b9b35e140a,Single-Document QA,Academic,hard,medium,B,C,False,11.467453586985357,138.42596698108107,103198,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f52d48821e116aacb32cf4,Single-Document QA,Literary,hard,medium,?,A,False,16.431769551010802,239.29169657812872,129312,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f8c783bb02136c067c44b8,Multi-Document QA,Financial,hard,medium,B,B,True,7.768824368016794,148.81056182962587,74887,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,6719ef50bb02136c067d4911,Long-dialogue History Understanding,Dialogue history QA,easy,medium,B,C,False,10.905454407038633,257.9313902501935,98640,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66efaf70821e116aacb234bd,Multi-Document QA,Multi-news,hard,medium,A,D,False,8.181881522003096,270.0877785280216,79581,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66fa700bbb02136c067c6c06,Code Repository Understanding,Code repo QA,easy,medium,A,C,False,15.356571152049582,131.6504023565422,124400,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,67189156bb02136c067d3b8d,Long-dialogue History Understanding,Dialogue history QA,hard,medium,D,B,False,11.417455061979126,256.8383202773854,99524,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f17aab821e116aacb2772d,Single-Document QA,Financial,hard,medium,C,D,False,12.879157799994573,252.01612903225808,110008,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,6725dcb2bb02136c067d85b7,Long In-context Learning,Many-shot learning,hard,medium,A,A,True,11.234841390978545,257.16857400025714,99207,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ecfdbd821e116aacb1e3f7,Single-Document QA,Literary,hard,medium,B,C,False,13.140129251987673,160.68387055307386,111278,5
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,67192057bb02136c067d41b4,Long-dialogue History Understanding,Dialogue history QA,easy,medium,C,C,True,10.177668710006401,259.0338039114104,97568,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f4ce9e821e116aacb31731,Multi-Document QA,Governmental,easy,medium,A,B,False,4.685961904993746,155.88844233345512,57889,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ece28e821e116aacb1db1f,Single-Document QA,Literary,easy,medium,B,D,False,4.8769997550407425,156.52609889270013,56078,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,6725d977bb02136c067d8373,Long In-context Learning,Many-shot learning,easy,medium,C,A,False,15.514822224969976,240.29796948215787,128277,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,6725dc6abb02136c067d8586,Long In-context Learning,Many-shot learning,easy,medium,B,C,False,10.436423751991242,255.88536335721597,99123,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,D,D,True,12.028884962026495,141.76112683084494,104666,25
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f28ede821e116aacb29a27,Multi-Document QA,Academic,hard,medium,B,B,True,13.453767031955067,135.03064035116407,112809,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66fc05b6bb02136c067c88e4,Multi-Document QA,Academic,hard,medium,D,A,False,7.589824170980137,273.5229759299781,75038,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,67286634bb02136c067d91f0,Long In-context Learning,Many-shot learning,hard,medium,B,D,False,13.144947037973907,250.0,112037,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66fe81dcbb02136c067ca2de,Multi-Document QA,Legal,hard,medium,D,C,False,5.234776746015996,156.76495911251436,55845,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ec31eb821e116aacb1bf28,Single-Document QA,Literary,easy,medium,D,B,False,10.647736017999705,139.54999487589862,100718,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ed211f821e116aacb1ee0d,Single-Document QA,Literary,hard,medium,C,C,True,10.168761957960669,141.28113289808442,93011,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ec2df6821e116aacb1bb7b,Long In-context Learning,User guide QA,hard,medium,A,C,False,12.719130787008908,136.3916315209585,108897,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f97d7fbb02136c067c56b2,Multi-Document QA,Financial,hard,medium,C,A,False,5.21113668900216,156.57319980575136,55983,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f535c5821e116aacb33168,Multi-Document QA,Governmental,hard,medium,C,B,False,14.763459739973769,131.99917913010478,122050,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,670cf1c0bb02136c067d26e5,Single-Document QA,Detective,hard,medium,B,A,False,9.566185209958348,141.70797970918866,93625,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,672468b1bb02136c067d74bd,Single-Document QA,Event ordering,hard,medium,B,B,True,14.612910066964105,244.2002442002442,119532,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,67246a00bb02136c067d759f,Single-Document QA,Event ordering,hard,medium,B,B,True,16.00107790803304,241.57506945283248,126189,2
