model,weight_quant,cache_type_k,cache_type_v,n_ctx,example_id,domain,sub_domain,difficulty,length,predicted,expected,is_correct,ttft_s,decode_tokens_per_second,prompt_tokens,predicted_tokens
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66ed3e90821e116aacb1f82f,Code Repository Understanding,Code repo QA,easy,short,B,C,False,9.763740282971412,79.99530027610878,60952,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f8c6b4bb02136c067c4480,Multi-Document QA,Multi-news,hard,short,D,C,False,3.9120089339558035,135.2149336443277,12936,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,6725e2febb02136c067d8717,Single-Document QA,Event ordering,hard,short,C,D,False,4.050521839002613,103.90917688507888,32845,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66ec7ba6821e116aacb1d114,Multi-Document QA,Academic,hard,short,A,C,False,5.589497269014828,100.39570024040064,36735,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,6703a0ecbb02136c067cd11b,Long Structured Data Understanding,Table QA,hard,short,B,A,False,12.04786559700733,76.75407036429401,65561,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f39aa7821e116aacb2da76,Single-Document QA,Financial,hard,short,D,B,False,4.146749189996626,130.2677001237543,15677,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f6bcf3bb02136c067c2703,Multi-Document QA,Governmental,hard,short,B,A,False,1.4730818459647708,139.5717546023241,10708,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66fa7c81bb02136c067c6e09,Code Repository Understanding,Code repo QA,hard,short,D,B,False,13.496632375987247,73.88923370531285,74353,35
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66ed0cb0821e116aacb1e6c1,Single-Document QA,Financial,hard,short,B,A,False,8.754094477044418,93.8279532531544,43227,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,671b2c67bb02136c067d50f7,Long-dialogue History Understanding,Agent history QA,hard,short,B,D,False,6.462911608978175,97.58358644076067,38889,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,D,D,True,18.068227256007958,68.96513674407313,83760,25
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,67246a00bb02136c067d759f,Single-Document QA,Event ordering,hard,medium,B,B,True,36.88680267496966,54.97750432196201,117037,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,67286634bb02136c067d91f0,Long In-context Learning,Many-shot learning,hard,medium,D,D,True,32.97018543398008,58.128102530706855,107515,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,B,D,False,23.19447545998264,61.188978335277355,99259,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66ebd2975a08c7b9b35e01e3,Single-Document QA,Academic,hard,medium,C,C,True,14.714024609012995,77.39961481597939,64756,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,6725dc6abb02136c067d8586,Long In-context Learning,Many-shot learning,easy,medium,B,C,False,24.019864683039486,62.577580310746576,94773,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,671b56cfbb02136c067d54e9,Long-dialogue History Understanding,Dialogue history QA,easy,medium,C,D,False,25.934617171995342,61.885915249172996,96559,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66ec31eb821e116aacb1bf28,Single-Document QA,Literary,easy,medium,D,B,False,27.23714475997258,60.97886320154276,98568,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66ec1aef821e116aacb1aa1a,Multi-Document QA,Academic,hard,medium,B,C,False,13.452503138047177,80.33282895195156,60285,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66ed211f821e116aacb1ee0d,Single-Document QA,Literary,hard,medium,C,C,True,23.15815268899314,64.58760812214014,93505,26
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f3c806821e116aacb2ed77,Multi-Document QA,Financial,hard,medium,A,C,False,14.752227658987977,76.49650775513228,66971,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66ece28e821e116aacb1db1f,Single-Document QA,Literary,easy,medium,D,D,True,10.706223927962128,84.05440489142408,54459,124
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66ec2df6821e116aacb1bb7b,Long In-context Learning,User guide QA,hard,medium,B,C,False,22.874799914949108,61.337698532878925,98797,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,67192e81bb02136c067d427f,Long-dialogue History Understanding,Dialogue history QA,easy,medium,B,A,False,27.648541035014205,61.175642917772294,99377,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,67039cfabb02136c067cd04e,Long Structured Data Understanding,Table QA,easy,medium,B,C,False,42.44306083099218,52.972743454245,124126,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,672468b1bb02136c067d74bd,Single-Document QA,Event ordering,hard,medium,B,B,True,35.04374499799451,56.648751711583344,111322,111
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,6725d7a9bb02136c067d822d,Long In-context Learning,Many-shot learning,hard,medium,B,A,False,32.88224300299771,58.15002069323002,107520,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,67239fd9bb02136c067d6ff7,Single-Document QA,Event ordering,easy,medium,C,A,False,33.92434687097557,54.73039508076368,118284,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,671a4444bb02136c067d4a40,Long-dialogue History Understanding,Dialogue history QA,hard,medium,B,B,True,28.90149489796022,60.90493310925393,100158,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,670cf1c0bb02136c067d26e5,Single-Document QA,Detective,hard,medium,B,A,False,24.710926784959156,63.467067038081225,92911,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f41108821e116aacb30c41,Multi-Document QA,Financial,easy,medium,B,D,False,27.90357333503198,60.48571922718152,100493,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f19f04821e116aacb27bab,Long In-context Learning,User guide QA,hard,medium,D,A,False,19.54341561498586,68.68511470145855,80722,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f17aab821e116aacb2772d,Single-Document QA,Financial,hard,medium,C,D,False,28.269713764020707,60.133760032472225,101778,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f950acbb02136c067c5021,Single-Document QA,Governmental,easy,medium,B,A,False,14.870231627020985,76.88860643004999,65542,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,67066b87bb02136c067cfaa3,Code Repository Understanding,Code repo QA,hard,long,B,B,True,25.927343249029946,62.46297360841767,98339,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f94f9ebb02136c067c4fde,Multi-Document QA,Governmental,hard,long,C,D,False,28.284924792009406,60.07423861769177,101005,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,6708ae87bb02136c067d1847,Code Repository Understanding,Code repo QA,hard,long,D,C,False,31.313739742035978,59.474800341236666,106196,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66fa2734bb02136c067c627a,Code Repository Understanding,Code repo QA,easy,long,B,A,False,33.523625277972315,57.99284060259998,109883,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f24538821e116aacb2865e,Multi-Document QA,Academic,hard,long,D,D,True,30.61928760999581,59.70169055287083,104239,54
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f3e604821e116aacb2fadf,Multi-Document QA,Academic,hard,long,C,D,False,45.81610672798706,51.34608989496916,129267,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f55828821e116aacb3363e,Multi-Document QA,Governmental,hard,long,C,D,False,39.4358442700468,54.94868737030178,117578,128
bartowski/Meta-Llama-3.1-8B-Instruct-GGUF,Q8_0,q8_0,q8_0,131072,66f2adaf821e116aacb2aca9,Multi-Document QA,Academic,hard,long,C,B,False,32.30540639598621,58.98228459111726,106227,37
